id,latitude,longitude,crime_type,date,severity
2959,-12.041806,-77.001423,Agresión Sexual,2024-06-17 15:24:29.291+00,3
2960,-12.027942,-77.078949,Asalto,2023-10-12 15:24:29.291+00,10
2961,-12.020709,-77.032324,Robo,2024-04-11 15:24:29.291+00,9
2962,-12.059883,-77.025779,Secuestro,2024-05-17 15:24:29.291+00,8
2963,-12.043357,-77.009568,Agresión Sexual,2024-09-14 15:24:29.291+00,6
2964,-12.017632,-77.010246,Secuestro,2024-01-07 15:24:29.291+00,4
2965,-12.031198,-77.067250,Asalto,2024-07-06 15:24:29.291+00,4
2966,-12.085331,-77.000769,Robo,2023-11-30 15:24:29.291+00,2
2967,-12.033556,-77.059172,Homicidio,2024-04-29 15:24:29.291+00,4
2968,-12.025444,-77.065554,Agresión Sexual,2024-03-06 15:24:29.291+00,9
2969,-12.055339,-77.054675,Robo,2024-04-14 15:24:29.291+00,10
2970,-12.098507,-77.053643,Agresión Sexual,2023-09-30 15:24:29.291+00,7
2971,-12.083991,-77.021785,Asalto,2024-08-27 15:24:29.291+00,2
2972,-12.088977,-77.002385,Robo,2023-12-06 15:24:29.291+00,9
2973,-12.009754,-77.006265,Asalto,2024-08-02 15:24:29.291+00,2
2974,-12.056495,-77.051880,Robo,2024-06-20 15:24:29.291+00,6
2975,-12.053833,-77.051897,Homicidio,2024-03-28 15:24:29.291+00,1
2976,-12.024081,-77.096657,Homicidio,2024-06-18 15:24:29.291+00,4
2977,-12.018158,-77.088078,Robo,2024-06-05 15:24:29.291+00,3
2978,-12.090029,-77.080620,Robo,2023-10-09 15:24:29.291+00,4
2979,-12.059508,-77.082861,Agresión Sexual,2024-03-20 15:24:29.291+00,4
2980,-12.063835,-77.061657,Homicidio,2024-02-04 15:24:29.291+00,3
2981,-12.071811,-77.080268,Asalto,2024-09-18 15:24:29.291+00,1
2982,-12.094985,-77.077807,Homicidio,2023-11-20 15:24:29.291+00,3
2983,-12.021636,-77.082139,Robo,2024-05-30 15:24:29.291+00,2
2984,-12.088533,-77.057359,Agresión Sexual,2024-01-20 15:24:29.291+00,5
2985,-12.080797,-77.005256,Homicidio,2024-07-24 15:24:29.291+00,6
2986,-12.032487,-77.086188,Robo,2024-08-27 15:24:29.291+00,4
2987,-12.086224,-77.072340,Robo,2024-03-03 15:24:29.291+00,7
2988,-12.047223,-77.021102,Robo,2024-08-30 15:24:29.291+00,5
2989,-12.087386,-77.088915,Secuestro,2023-11-23 15:24:29.291+00,3
2990,-12.037956,-77.019977,Secuestro,2024-09-07 15:24:29.291+00,1
2991,-12.005097,-77.087373,Homicidio,2024-03-12 15:24:29.291+00,8
2992,-12.097966,-77.058609,Agresión Sexual,2024-03-09 15:24:29.291+00,9
2993,-12.063737,-77.088759,Asalto,2024-02-14 15:24:29.291+00,4
2994,-12.026478,-77.081715,Agresión Sexual,2024-02-06 15:24:29.291+00,7
2995,-12.080573,-77.069363,Secuestro,2024-02-06 15:24:29.291+00,8
2996,-12.076605,-77.044564,Secuestro,2024-04-12 15:24:29.291+00,2
2997,-12.062751,-77.084018,Robo,2023-12-04 15:24:29.291+00,1
2998,-12.025084,-77.013588,Robo,2024-06-07 15:24:29.291+00,3
2999,-12.083481,-77.075248,Robo,2024-03-26 15:24:29.291+00,4
3000,-12.012878,-77.072677,Asalto,2024-06-27 15:24:29.291+00,10
3001,-12.049160,-77.089328,Robo,2024-01-24 15:24:29.291+00,2
3002,-12.005772,-77.006637,Robo,2023-12-19 15:24:29.291+00,9
3003,-12.005194,-77.054832,Robo,2024-01-28 15:24:29.291+00,1
3004,-12.053605,-77.060166,Robo,2024-06-14 15:24:29.291+00,6
3005,-12.085463,-77.013645,Robo,2024-08-04 15:24:29.291+00,7
3006,-12.019539,-77.096850,Asalto,2024-06-07 15:24:29.291+00,2
3007,-12.086014,-77.018126,Homicidio,2023-10-25 15:24:29.291+00,4
3008,-12.095567,-77.095862,Asalto,2024-08-12 15:24:29.291+00,7
3009,-12.023653,-77.026449,Robo,2024-02-06 15:24:29.291+00,7
3010,-12.063878,-77.023300,Agresión Sexual,2024-03-19 15:24:29.291+00,2
3011,-12.011200,-77.001323,Secuestro,2024-04-04 15:24:29.291+00,3
3012,-12.084708,-77.018891,Agresión Sexual,2023-10-15 15:24:29.291+00,6
3013,-12.002878,-77.075586,Robo,2023-11-06 15:24:29.291+00,7
3014,-12.078643,-77.032642,Robo,2024-01-24 15:24:29.291+00,1
3015,-12.072763,-77.052773,Secuestro,2024-03-12 15:24:29.291+00,6
3016,-12.043858,-77.073025,Agresión Sexual,2024-07-03 15:24:29.291+00,10
3017,-12.099371,-77.012117,Robo,2024-07-01 15:24:29.291+00,9
3018,-12.033593,-77.071788,Secuestro,2023-12-21 15:24:29.291+00,9
3019,-12.062639,-77.037119,Robo,2023-10-12 15:24:29.291+00,1
3020,-12.003467,-77.085840,Robo,2024-06-08 15:24:29.291+00,5
3021,-12.059545,-77.021977,Agresión Sexual,2023-11-27 15:24:29.291+00,3
3022,-12.072764,-77.091130,Robo,2024-07-09 15:24:29.291+00,6
3023,-12.061603,-77.012136,Homicidio,2024-04-14 15:24:29.291+00,9
3024,-12.047239,-77.046357,Agresión Sexual,2024-01-17 15:24:29.291+00,2
3025,-12.006518,-77.028686,Homicidio,2023-10-06 15:24:29.291+00,8
3026,-12.079944,-77.094845,Robo,2024-03-07 15:24:29.291+00,10
3027,-12.051803,-77.090503,Agresión Sexual,2023-09-23 15:24:29.291+00,8
3028,-12.058803,-77.062115,Robo,2024-08-05 15:24:29.291+00,3
3029,-12.094870,-77.040098,Robo,2024-08-02 15:24:29.291+00,2
3030,-12.043919,-77.071515,Agresión Sexual,2023-12-30 15:24:29.291+00,3
3031,-12.068946,-77.077240,Asalto,2024-07-22 15:24:29.291+00,8
3032,-12.037562,-77.054748,Robo,2024-02-10 15:24:29.291+00,5
